City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Ahmedabad,120,65.3102,120.9,36.2333,1.5289,24.8849,64.9058,22.4813,42.7228,11.4855,0.0,1006.6169,111760,7.7537,52
Vadodara,164,79.5773,138.0413,37.2667,1.6,31.6914,73.6344,30.7203,40.4806,10.6375,0.0,1005.2337,64981,9.2387,77
Kolkata,149,74.8426,126.3642,46.5912,3.2706,13.7653,76.8887,20.8852,53.3412,10.1637,0.0,1009.5912,315623,3.9103,71
Ludhiana,189,87.116,141.1568,39.0175,1.4309,33.6211,71.5046,15.5889,46.9554,7.9553,0.0,1011.9509,45165,8.4478,86
Srinagar,92,54.2464,75.7778,24.0764,1.5277,12.1414,33.1629,6.871,71.9116,9.2492,0.0,862.2041,93323,3.0374,38
Indore,58,33.7419,48.4965,19.893,0.9929,10.4131,46.1944,31.4908,48.2143,13.7031,0.0,1009.2701,82437,3.3169,17
Thane,182,84.1889,150.7107,39.8696,1.8852,32.0867,77.4445,32.587,36.8732,10.0876,0.0,1012.5667,82258,9.119,83
Ludhiana,145,73.6693,130.5776,35.5439,1.4558,27.8711,45.8435,17.9684,54.4791,13.5013,0.0,1011.3334,45909,10.0,69
Meerut,78,40.3694,60.7565,28.1067,1.5764,16.7399,72.1282,31.0269,46.7956,7.8304,10.9166,1009.5167,85659,3.9727,25
Delhi,106,51.1486,81.4955,39.1645,2.5243,12.0901,64.8066,30.8303,37.9277,12.7173,0.0,1007.5757,271535,3.3694,40
Indore,104,51.7905,108.3515,25.4667,1.573,16.6501,79.155,48.0557,23.4295,9.4293,0.0,1009.3623,89013,4.3041,39
Hyderabad,301,123.0378,204.7161,71.6018,5.4992,22.9227,137.3256,38.525,30.0587,8.1063,0.0,1007.3135,481069,5.631,99
Mumbai,293,117.5936,184.9211,64.0794,4.6345,20.6038,92.4887,31.727,74.9579,10.5478,0.0,1012.085,438357,6.2048,99
Srinagar,82,48.3791,77.0637,24.1222,1.4554,11.7016,42.487,11.1617,69.1527,6.962,0.0,862.6003,86981,2.8095,31
Thane,125,68.0131,108.0633,31.2448,1.6159,22.1033,53.3034,23.9369,40.7361,13.0686,0.0,1009.3875,112090,7.2968,57
Jaipur,55,27.6642,45.0746,12.6413,1.1008,5.5702,29.87,17.0112,60.6091,8.5414,0.0,1008.4271,78429,1.1972,16
Chennai,113,64.2399,109.636,39.0585,2.9473,12.1387,42.1796,27.699,82.9319,18.6027,0.0,1009.8613,375719,5.3766,54
Pune,176,82.8799,129.1965,30.4963,1.9077,21.4196,74.8758,37.4698,41.7432,10.252,0.0,1012.4681,131182,6.5541,82
Rajkot,129,70.07,112.3467,34.8376,1.6443,21.5874,78.0402,26.7494,45.2875,7.3125,0.0,1009.442,89401,5.0615,61
Chennai,118,65.0519,105.0995,34.4565,2.3929,14.9607,35.7684,25.9982,75.0798,21.674,0.0,1009.0014,385054,6.5675,55
Jaipur,74,44.4532,70.0949,21.4591,1.2485,12.0512,28.3194,8.1246,62.9482,11.0968,0.0,1013.5097,104593,2.9987,27
Srinagar,135,70.313,102.7265,34.7219,1.6668,22.3322,43.9751,-1.2445,79.5966,6.8535,0.0,860.5073,79311,5.1801,66
Ludhiana,156,76.5449,126.7531,39.6935,1.7019,31.5838,50.8623,15.4003,52.9013,11.0779,0.0,1009.6478,95759,9.2561,74
Nagpur,74,44.8459,65.8191,21.8088,1.0824,9.951,63.8194,31.4275,39.0657,8.4554,0.0,1012.0509,69837,2.086,24
Kolkata,119,50.5957,45.7519,48.971,2.8746,26.1602,114.364,34.6268,35.9277,5.915,17.0448,1006.6822,180844,5.4024,47
Delhi,147,74.5062,119.7771,45.9189,3.126,12.7798,49.3431,3.0778,60.9748,11.9015,0.0,1013.5592,322991,3.9457,71
Vadodara,155,76.3668,127.6407,38.0676,1.6958,30.9218,72.4566,23.1009,48.809,8.7395,0.0,1011.7886,68921,8.1505,73
Indore,114,64.012,104.7057,35.2885,1.709,22.5024,51.5539,21.7199,56.9095,10.7532,0.0,1014.6141,117800,6.7044,51
Varanasi,145,73.5939,115.2337,35.2046,1.6338,25.0449,82.2251,32.8429,43.9052,8.2319,0.0,1006.2329,84925,6.3977,68
Ahmedabad,167,79.9382,138.1169,41.1382,1.8056,32.1763,82.9895,27.7531,36.9111,8.8008,0.0,1008.4661,87018,8.6565,77
Mumbai,206,91.072,149.5764,49.0368,3.4992,19.235,71.1314,28.4223,77.4803,10.9713,0.0,1006.9476,354748,5.7037,91
Varanasi,82,46.5044,81.4291,20.5957,1.4115,11.4172,41.8697,24.8341,48.9046,11.985,0.0,1010.0873,111590,4.038,29
Pune,90,54.609,86.7681,27.5784,1.6138,17.1111,68.9897,32.86,45.8154,9.365,0.0,1008.1381,88046,4.5243,35
Agra,60,25.6403,49.9993,17.6034,1.2609,4.4277,49.3802,28.3638,45.1765,10.5599,0.0,1011.3538,99206,1.0471,17
Srinagar,101,59.6191,100.2588,37.7767,1.8193,19.629,91.1282,25.7792,56.2768,5.2858,0.0,860.3747,86983,3.8664,42
Hyderabad,148,73.9233,123.0257,39.6955,2.4812,18.5067,78.0694,37.413,40.2722,10.7685,0.0,1008.3099,244677,5.7837,68
Lucknow,57,10.3883,7.961,18.6178,1.1373,12.6941,43.9723,18.8659,38.9771,8.1038,30.1575,1013.45,46104,2.8661,12
Agra,64,38.6478,49.0113,15.2494,0.806,10.7768,40.4185,20.6798,53.8377,9.6819,0.0,1011.9903,40658,2.4499,21
Rajkot,130,69.4938,111.0928,32.904,1.7896,20.062,80.8251,36.3742,46.0266,8.8893,0.0,1007.6269,111666,5.1676,60
Rajkot,88,53.5093,84.0481,22.143,1.2285,15.9317,69.2061,29.5532,39.1304,7.6606,0.0,1006.5324,71186,3.7257,33
Nagpur,102,60.8307,100.7959,30.8786,1.4969,15.7293,100.0287,55.3197,20.9884,8.0799,0.0,1005.5267,109306,3.9727,40
Patna,121,66.4587,122.2579,35.1675,1.6458,25.2291,68.8057,23.7801,50.3725,9.9702,0.0,1010.3225,81208,7.2696,55
Bhopal,82,42.0095,82.1048,20.327,1.2199,14.252,49.44,22.7857,45.7697,9.1826,0.0,1009.8424,65774,3.7338,27
Mumbai,183,84.5776,141.7881,48.7384,3.4653,13.7888,59.3308,25.9319,78.8438,14.8769,0.0,1010.232,428192,5.0376,86
Pune,87,45.6862,90.762,27.1083,1.4952,13.6145,53.988,30.3724,36.5682,12.41,0.0,1012.1472,128703,4.3935,31
Patna,121,66.5925,116.9335,31.2128,1.6883,21.6312,47.6121,3.0807,68.1341,8.0294,0.0,1012.6136,90812,5.3778,57
Bhopal,56,23.5884,36.6808,15.7346,1.0069,7.9685,55.2619,29.4062,46.2594,7.8741,0.0,1012.2935,43163,1.6313,14
Vadodara,121,65.4754,103.6589,36.4923,1.4481,23.2033,67.2669,27.2961,44.5913,9.0326,3.4218,1007.5383,77431,6.5892,52
Mumbai,79,46.6883,70.1994,23.547,1.6073,9.6981,30.7222,28.0197,80.4385,21.055,0.0,1013.2106,216461,4.0749,31
Vadodara,153,77.0605,134.9928,37.4575,1.8446,26.73,96.2661,50.1565,23.7031,9.1313,0.0,1006.3798,109764,7.1132,71
Vadodara,111,62.6344,106.7419,32.5549,1.4226,24.2998,68.331,31.2558,42.6434,9.7962,0.0,1010.1362,84309,6.4187,46
Rajkot,71,42.3021,74.4666,20.8372,1.1432,13.1896,52.6104,25.9203,44.7244,9.3325,0.0,1008.7301,69564,2.8641,24
Jaipur,99,45.2509,97.6389,30.1478,1.5815,17.6248,57.2951,17.4699,49.246,9.7918,0.0,1014.2177,99590,4.9002,35
Agra,58,34.0718,44.0974,16.5636,1.0983,8.7777,34.5928,25.1984,46.9417,12.3991,0.0,1008.344,89602,2.2929,17
Pune,76,27.2027,21.823,28.8084,1.5244,16.5452,62.3193,28.6297,47.1905,9.7019,15.5288,1011.2015,94491,4.7471,21
Chennai,134,70.2474,125.8371,42.6266,3.2377,12.6674,46.5057,22.8884,75.8287,17.474,0.0,1011.2094,452681,4.4982,65
Bhopal,66,39.4516,65.1458,22.1746,1.2573,11.3727,29.5983,16.1657,57.4366,12.3636,0.0,1010.1915,90553,3.3154,21
Kolkata,169,81.0648,146.9758,51.563,4.3858,11.0483,79.822,24.3212,44.9155,10.9689,0.0,1012.2103,457958,3.0476,80
Patna,45,21.8065,44.6398,10.7241,0.7466,7.3414,26.9195,12.4568,51.7021,14.4551,0.0,1014.0382,88934,2.0841,12
Ahmedabad,220,96.0948,168.236,47.2333,1.9613,33.8331,102.978,26.2924,46.2444,6.3192,0.0,1013.7761,83278,7.6525,93
Meerut,95,43.1447,94.1224,24.0834,1.0185,18.5293,53.6083,24.1131,50.3383,9.1117,0.0,1007.4773,68573,4.4416,33
Varanasi,63,26.2713,47.65,24.4993,1.2675,14.9036,58.5459,35.6809,41.7093,12.2683,11.0151,1008.0196,84209,5.0504,17
Delhi,165,79.6258,148.8114,45.0407,3.4477,12.5878,83.5489,25.4519,45.6898,8.2134,0.0,1016.0626,303006,3.0298,78
Vadodara,85,35.6032,27.0319,38.9928,1.5391,32.6701,85.9734,44.6796,31.5021,9.8991,21.9132,1008.0259,73705,9.0136,25
Nashik,160,78.0297,141.4497,41.5455,2.1329,27.4659,84.7412,29.6639,42.3297,9.045,0.0,1010.0742,125262,7.7108,75
Meerut,70,41.897,48.7051,20.8967,0.9012,12.1231,40.3127,19.441,43.6179,10.9334,0.0,1007.0488,52770,3.7611,22
Rajkot,79,29.0555,24.2783,23.3793,1.1434,12.1408,81.3829,46.2964,29.9962,9.2264,18.3631,1008.0718,53742,3.2747,22
Pune,52,28.6106,51.2253,14.7436,0.9443,11.0316,42.2989,28.9925,42.1767,13.8162,0.0,1008.5067,52213,3.6756,14
Thane,82,47.9626,64.7988,33.749,1.2892,25.6133,71.7904,33.0597,35.7567,10.2776,12.7413,1013.6805,86984,7.5433,27
Patna,81,41.1348,78.9686,21.9644,1.0692,14.5338,57.6611,35.6363,36.7752,9.6287,0.0,1007.6194,55938,3.6707,25
Hyderabad,208,92.3769,158.2091,53.5655,4.805,13.1766,87.9059,17.57,51.46,8.7641,0.0,1013.6391,434648,3.1141,91
Meerut,70,39.9284,67.1773,21.4628,1.2583,12.4265,69.4677,39.6884,32.4116,9.5308,0.0,1004.9447,65412,3.1413,21
Agra,91,51.4537,85.6672,27.3747,1.6841,12.0998,93.2033,39.1529,36.9947,5.1352,0.0,1013.4476,94712,2.0196,34
Nagpur,74,44.4328,66.9224,19.6909,1.0947,13.0611,34.8832,12.6753,61.3276,10.7304,0.0,1010.9335,51455,4.1334,26
Varanasi,61,35.7977,61.4824,16.8221,1.108,9.2849,35.7961,21.077,49.0816,11.965,0.0,1011.4025,82393,2.1815,19
Hyderabad,169,80.727,149.4832,48.3684,3.9005,14.1242,80.6959,28.3676,50.3688,10.1599,0.0,1008.9835,353667,4.2402,79
Hyderabad,108,11.332,3.8886,35.423,2.4842,13.8272,45.8814,17.5286,61.177,14.068,31.1367,1013.1791,276177,4.8266,29
Nashik,105,61.8131,100.4603,31.152,1.5609,17.8646,63.9209,32.8702,36.164,11.5719,0.0,1010.9661,111851,5.3228,44
Mumbai,79,46.9977,79.2718,24.6644,1.5708,11.7671,45.9615,32.4456,81.4962,15.2328,0.0,1008.4379,166916,4.1756,31
Mumbai,111,47.6912,33.8213,41.891,2.6285,19.4331,57.3912,28.5784,88.981,11.825,15.8097,1010.3681,253337,6.127,46
Lucknow,75,47.0319,64.9772,28.6992,1.4583,17.3429,64.317,23.3004,52.1253,9.6156,9.7539,1010.0461,71202,5.0041,28
Ahmedabad,108,63.1509,101.9574,31.4672,1.2932,23.3798,54.5522,23.0756,44.5143,12.5881,0.0,1006.5548,64813,7.5647,47
Varanasi,72,37.6122,70.8378,23.177,1.1901,13.1037,41.4014,20.6218,53.1007,10.079,0.0,1012.0207,70760,3.4552,22
Srinagar,156,77.3961,121.1685,36.8038,1.8911,22.0292,77.5813,9.6092,70.8987,4.1318,0.0,861.6123,68423,4.3099,76
Rajkot,51,26.2332,36.3676,14.8368,0.6252,4.2124,50.313,44.2681,23.7429,14.1933,0.0,1010.3825,63604,1.4149,12
Rajkot,88,52.4946,87.7281,25.1357,1.3383,17.2297,62.2548,34.5448,38.6114,10.4796,0.0,1008.7583,76668,5.0863,32
Nagpur,57,29.3597,57.0991,13.8636,0.8193,7.3015,29.4163,27.6968,48.0558,15.9304,0.0,1011.0326,75070,1.9906,16
Indore,65,27.3603,25.1577,20.299,1.3027,13.306,36.3055,20.2783,56.1307,10.1068,16.4555,1012.3505,71493,3.6786,18
Pune,63,20.3511,17.0896,21.9149,0.9757,12.7643,62.9244,43.4631,25.7949,10.3501,18.7774,1007.1272,45321,4.2701,14
Chennai,113,63.6257,89.4829,37.2831,2.6521,14.5215,46.2654,35.9107,79.0514,21.2328,0.5142,1008.9433,412185,5.9188,53
Nashik,174,82.7922,145.9721,43.3265,1.7956,33.849,83.4703,26.5993,38.867,9.2202,0.0,1012.9074,77748,9.608,81
Nagpur,70,40.8072,66.3113,23.573,1.3603,14.6975,58.2058,27.9868,40.6613,9.3696,0.0,1009.5014,78035,3.1143,21
Kolkata,140,71.3314,124.8509,44.9451,3.5902,10.8732,79.633,27.5375,45.2465,9.7841,0.0,1009.7239,333034,3.2262,64
Mumbai,121,65.9682,122.0022,40.9129,2.9628,12.4118,69.571,29.8543,68.6617,12.3982,0.0,1008.2215,325828,3.6222,56
Bangalore,187,86.211,124.9474,46.4687,3.7626,14.3613,62.0471,23.5232,51.775,12.0576,0.0,1009.7776,400178,4.4061,86
Chennai,136,71.0422,108.0696,33.6972,2.5691,13.5677,42.8037,33.2541,76.6984,19.5633,0.0,1009.2944,360202,6.4234,67
Lucknow,96,58.47,78.6192,27.6539,1.2505,16.237,64.5321,23.9848,36.5471,7.3594,0.0,1011.2399,68309,3.8631,38
Varanasi,70,39.9368,68.9118,22.6985,1.1332,10.5144,61.9472,27.5847,39.5941,8.4167,0.0,1008.8653,88080,2.6575,21
Rajkot,72,38.3494,71.707,21.612,1.2549,9.4976,60.6239,36.3546,35.7472,11.5478,0.0,1008.235,91505,2.7637,21
Bhopal,77,46.6473,68.7127,24.4842,1.0274,16.1405,59.8211,40.9095,32.2092,12.3056,0.0,1006.7507,64111,4.5932,25
Mumbai,93,28.6644,44.9277,23.0875,1.9198,7.8397,34.3432,29.9476,66.5131,21.6338,8.1334,1010.0242,294619,3.9309,31
Patna,66,30.5006,67.4362,21.4598,1.2901,11.0592,63.4637,36.7527,36.6809,8.6984,3.7737,1011.7477,79639,2.5178,18
Bhopal,71,42.7515,71.0322,21.9099,1.3562,10.7784,45.488,17.2643,47.2866,11.005,0.0,1012.23,88302,2.8466,23
Jaipur,51,31.9294,42.0342,16.6152,0.9231,7.4731,31.4429,22.1171,57.5483,13.8469,0.0,1007.589,82701,2.293,16
Meerut,84,47.7652,85.1624,25.4871,1.5241,14.5974,52.8821,25.1703,41.2819,10.864,0.0,1010.483,103345,4.2371,29
Nashik,96,53.1918,97.7623,31.2308,1.2061,21.8403,58.2279,44.0357,28.4667,14.6203,0.0,1009.2983,94672,7.5869,35
Agra,107,52.7138,111.3422,33.8738,1.7199,19.1318,57.6379,9.7182,58.0627,7.8235,0.0,1012.2007,93209,4.824,44
Srinagar,79,46.7587,79.7169,26.9729,1.4908,8.0558,47.4695,5.3249,81.3666,5.8053,0.0,861.9317,84047,1.6413,31
Bhopal,73,42.6189,64.277,20.979,1.0161,12.833,39.8255,27.4626,44.2751,15.6644,0.0,1006.684,88774,4.3814,23
Hyderabad,153,75.6309,133.8288,45.7431,3.281,14.1808,54.4196,9.6251,64.2965,13.6297,0.0,1014.1369,390344,4.6233,73
Lucknow,91,48.3111,90.1601,29.1191,1.7024,13.9405,61.839,24.0967,39.4055,8.9104,0.0,1004.7716,105685,3.5875,31
Nashik,75,32.3429,26.0709,34.3979,1.4894,25.5819,54.9176,19.2625,50.58,12.4719,18.0015,1006.9434,82940,8.343,22
Lucknow,52,29.8689,53.3144,16.1875,0.992,9.2339,26.6154,17.3472,54.1147,18.7198,0.0,1012.3456,69458,4.1254,15
Pune,114,64.635,87.9909,32.5989,1.8018,18.0914,90.2953,41.8791,32.3258,6.4975,0.0,1009.858,104416,3.7292,49
Meerut,67,34.6357,67.252,19.9983,1.099,11.3706,53.7811,35.5542,40.8773,11.424,0.0,1007.5207,65967,3.2682,20
Patna,67,40.6606,58.5511,21.0762,1.2052,7.9882,41.7445,23.4229,43.4956,14.3894,0.0,1009.6537,103097,3.2494,21
Indore,63,34.8679,61.8246,21.9041,1.2805,9.025,42.8094,17.7651,49.5561,11.6315,0.0,1012.835,99552,2.7615,19
Chennai,102,16.8822,7.1517,28.0442,2.2231,5.5295,34.352,27.4325,74.5763,20.4673,29.2862,1010.7687,330905,2.9076,31
Nagpur,84,45.1026,84.7688,24.9451,1.1915,15.1497,50.7489,22.3647,41.0663,10.4146,0.0,1007.0813,66588,4.4377,29
Meerut,107,56.2966,107.5321,31.1693,1.5561,19.7339,66.3986,21.4337,47.8529,6.6292,0.0,1006.2296,81149,4.4006,43
Indore,51,25.916,50.8859,14.438,0.9194,6.9784,33.3902,21.4025,47.4513,11.6963,0.0,1011.706,71833,1.6787,14
Nashik,171,81.8749,143.3855,42.5824,1.9244,32.3529,85.2624,24.2409,51.7142,6.4578,0.0,1011.7805,79652,7.439,81
Rajkot,71,42.2407,53.5731,24.2105,1.0224,12.8713,37.2967,12.7507,52.5754,12.4478,0.0,1016.0519,67632,3.8858,23
Nashik,157,77.1015,132.8129,38.9368,1.7006,29.4069,77.6726,21.303,44.7718,7.5431,0.0,1009.7791,69805,7.1992,74
Rajkot,59,31.0532,45.3308,17.9218,1.1606,8.1,53.7969,39.1465,39.7577,9.918,0.0,1006.3863,77540,1.9251,16
Meerut,85,41.3872,85.561,23.0293,1.7649,9.7371,70.6939,37.5992,32.3235,8.8302,0.0,1009.7826,109562,2.5836,28
Indore,70,34.6305,70.2521,17.2923,1.2358,7.6044,41.0171,28.2201,41.7734,11.8598,0.0,1009.0105,96138,2.3101,21
Patna,75,41.7131,76.697,20.3852,1.3372,11.6252,39.3744,16.0186,55.8162,10.6664,0.0,1010.7721,93972,3.4182,26
Ahmedabad,111,62.9592,107.0884,28.9263,1.1451,23.9979,39.4884,11.6058,52.5932,13.0846,0.0,1012.7611,64314,8.0089,48
Patna,59,31.3911,51.3024,14.0375,1.1782,6.837,35.0287,27.0305,50.868,13.9261,0.0,1008.9526,107717,2.1524,17
Bangalore,236,100.1717,169.3353,52.5023,3.7527,20.3267,101.9353,31.5623,37.6196,7.9465,0.0,1008.9518,319392,4.9974,95
Mumbai,133,69.7422,89.4049,38.7501,2.3151,19.1213,49.6911,24.6948,77.495,15.6042,0.0,1010.5897,287424,6.5176,64
Pune,50,25.7315,47.6693,10.9261,0.7615,4.447,30.286,15.6782,54.5212,13.0349,0.0,1012.2291,68916,1.1956,13
Jaipur,57,24.8713,48.9404,19.0897,0.8453,6.0229,55.9597,35.8032,41.5985,10.6694,0.0,1009.4988,57878,1.4244,14
Hyderabad,247,103.4983,166.6383,52.6955,3.3132,24.7527,68.6481,14.444,50.311,10.0608,0.0,1007.5438,278701,7.7184,96
Pune,124,67.553,116.743,33.7201,1.7925,22.5664,99.1846,38.9939,45.8146,5.3033,0.0,1010.6368,66234,4.767,57
Indore,92,51.3077,91.0213,29.2622,1.4466,17.917,58.317,21.2754,43.3085,9.2601,0.0,1012.279,94113,4.387,33
Patna,57,26.0089,57.0683,19.1249,1.0334,10.7774,37.0736,25.2825,44.118,14.2482,0.0,1009.7176,91084,3.6728,15
Kolkata,199,89.5611,149.5857,47.5857,3.4911,18.7374,75.3793,22.438,47.7091,9.3129,0.0,1009.4789,275677,5.6441,89
Kolkata,254,106.0378,192.8794,62.2844,4.559,23.9606,87.2325,19.9695,54.3227,9.6494,0.0,1012.5089,422994,6.8931,97
Patna,89,49.371,76.1229,38.2812,1.8172,19.4709,74.141,21.424,46.516,6.3179,10.6994,1012.0,103947,4.528,33
Vadodara,148,73.8177,106.3998,35.0758,1.5363,24.8699,63.0557,22.5138,48.2961,9.8949,0.0,1012.0275,85272,7.0879,69
Agra,95,55.6124,90.1845,29.3318,1.4469,15.6632,67.8234,20.1601,47.0102,6.5899,0.0,1011.7183,69289,3.2791,36
Nashik,160,78.6931,122.2045,35.8099,1.6331,27.6802,77.145,26.5331,40.9802,8.5615,0.0,1011.4414,62082,7.816,76
Vadodara,188,86.4754,146.7423,37.7079,1.7337,30.5426,85.473,29.0199,51.1504,7.8368,0.0,1004.4123,78765,7.399,86
Chennai,113,60.6058,108.7797,42.3162,2.8048,13.0847,59.9317,30.7309,73.7784,14.6664,0.0,1009.7865,324400,4.6683,50
Mumbai,139,72.0173,113.0197,40.7353,3.1325,13.9881,46.4467,28.2056,74.8561,19.6983,0.0,1010.7336,469912,5.3048,68
Srinagar,98,54.3176,95.9836,27.5003,1.6209,16.4631,59.7875,15.8618,63.2808,6.2351,0.0,858.2769,77412,3.4224,39
Hyderabad,273,111.9365,190.0193,57.6307,4.279,22.2704,99.8263,25.8496,45.7466,7.7919,0.0,1008.8909,352729,5.5632,98
Hyderabad,128,67.928,111.3475,36.5538,2.67,16.5275,64.6609,25.2794,53.2901,11.2703,0.0,1009.4303,251723,4.9052,58
Thane,151,74.7802,118.7533,38.5872,1.4589,28.5354,83.8618,35.3167,37.7225,9.5052,0.1667,1008.1961,65819,8.3979,69
Mumbai,204,90.8327,145.2265,49.9938,3.1584,22.2944,68.9668,25.5704,76.3039,11.4753,0.0,1009.3446,316939,6.8957,91
Mumbai,115,65.2235,89.4635,37.556,2.867,11.7312,40.1323,30.5976,78.9073,22.0321,0.0,1011.6085,439958,5.2481,56
Rajkot,80,43.6779,79.3968,22.4241,1.0365,13.5215,58.5051,30.8917,37.2205,10.8022,0.0,1008.0215,61497,4.0908,26
Mumbai,111,60.4024,107.9202,39.2555,2.9492,13.0788,48.8147,29.6431,80.3896,14.0922,0.0,1011.5967,350399,4.2284,52
Patna,68,16.8553,12.2505,27.0525,1.2657,18.2249,67.0846,33.161,41.7621,10.4793,50.6031,1012.2687,80245,5.1958,16
Indore,92,55.9442,80.8221,28.1478,1.6305,13.8595,54.9233,14.6285,54.5711,7.2262,1.2287,1013.8348,104623,3.1548,37
Surat,113,64.6793,110.0956,30.7609,1.0767,25.9128,50.603,28.7294,86.9038,13.7434,0.0,1010.1869,49817,9.0817,56
Meerut,66,40.6259,61.6675,19.5189,1.1386,10.8529,34.8988,14.6556,56.1631,11.508,0.0,1013.7834,71377,2.9507,22
Agra,71,41.5431,62.5217,18.6134,1.0648,9.1573,43.4833,31.4196,41.1805,16.4092,0.0,1008.8569,86090,3.9453,22
Thane,109,56.3945,107.2324,29.9239,1.4577,21.0265,37.0699,19.9194,51.5461,15.5649,0.0,1010.3001,104777,7.9687,43
Rajkot,89,54.3505,82.0334,23.2868,1.4849,12.8418,55.293,20.5762,45.9408,7.3524,0.0,1011.03,77133,3.0639,35
Nagpur,100,52.591,99.7926,28.6059,1.5348,17.5318,62.0993,32.1327,38.9918,11.774,0.0,1011.7292,101287,5.5777,37
Mumbai,106,61.8346,79.0533,34.5795,2.0562,12.1427,45.0732,28.5349,82.4473,15.4228,0.0,1007.479,244604,4.5499,49
Delhi,164,79.6921,111.5217,52.6646,3.5649,21.2986,91.855,28.4034,32.4776,9.6044,6.7498,1010.7802,303955,6.2531,76
Meerut,75,33.62,74.3523,22.5892,1.3389,7.4894,64.1267,37.5445,43.4919,9.7707,0.0,1006.9205,94069,1.9634,22
Thane,103,56.1252,103.5562,28.6517,1.4464,18.3928,83.6702,39.8309,29.5368,8.5347,0.0,1008.6699,81866,4.7957,39
Jaipur,94,56.4069,88.4651,28.084,1.3508,19.9093,61.2481,24.5087,45.5853,9.2126,0.0,1010.9365,84533,5.0084,37
Indore,43,20.4224,43.3398,10.097,0.5682,5.1654,35.3294,31.4304,45.9251,13.1807,0.0,1010.5456,54459,1.1998,11
Patna,56,29.2809,55.6232,15.8615,1.0605,6.278,48.3721,26.1422,53.9404,7.859,4.9597,1009.6815,60370,1.2856,16
Vadodara,119,65.0449,121.57,32.2611,1.6334,23.502,58.163,21.8721,50.0196,10.2841,0.0,1010.5584,88559,7.0298,52
Ahmedabad,133,69.2608,120.9772,34.3494,1.1842,30.009,38.496,2.1528,63.3828,12.4134,0.0,1009.9522,37614,9.5983,62
Mumbai,153,76.2149,121.2082,43.7921,3.0797,13.616,65.4933,27.041,78.9863,11.1944,0.0,1009.496,331051,3.9828,76
Lucknow,86,52.7466,77.1957,27.0162,1.3926,13.3622,61.049,26.0246,45.1889,8.5794,0.0,1006.2962,74703,3.3695,33
Hyderabad,296,118.9654,190.6306,72.0109,5.9163,17.1048,103.5053,16.1839,51.3523,8.4245,0.0,1012.6519,549352,4.0613,99
Kolkata,188,86.3965,149.022,48.1552,3.7637,15.1936,79.988,28.206,36.4219,11.1524,0.0,1007.174,395590,4.2263,85
Rajkot,89,43.7642,90.438,27.615,1.5455,15.0754,57.0169,21.904,50.8885,7.3397,2.563,1011.9699,88785,3.5959,32
Mumbai,107,49.8484,97.4515,30.2424,2.3661,11.1077,33.6825,31.8516,78.1305,23.5475,0.0,1010.1927,403565,4.6952,44
Meerut,68,41.1505,60.5944,19.0243,1.1626,10.9579,48.8518,26.7905,50.6256,9.4978,0.0,1007.4635,55255,2.7427,22
Lucknow,66,34.8805,65.8389,20.9563,1.2459,13.558,45.5392,29.2964,37.8525,11.6422,0.0,1006.0701,86128,3.6871,19
Jaipur,60,30.1391,52.6406,18.7321,1.1748,5.6894,38.2935,22.7532,59.0564,12.6757,0.0,1009.8623,102492,1.4149,17
Jaipur,88,42.7718,89.7639,20.0342,1.0626,11.9132,61.3806,36.6743,40.8025,9.0461,0.0,1008.4652,69112,3.2532,30
Indore,84,40.6884,82.4008,22.7429,0.8402,16.2276,58.2916,40.7483,28.5926,12.8791,0.0,1006.3754,45477,5.1977,25
Ahmedabad,204,92.2324,147.7889,42.7865,2.0447,30.3313,80.7124,20.0431,49.8133,7.0533,0.0,1012.692,98943,7.623,91
Nashik,184,85.6957,124.9275,32.5394,1.7069,24.9794,41.7097,9.044,61.5296,9.8154,0.0,1011.0903,118990,7.1067,86
Nashik,154,75.3841,117.3015,36.0671,1.6006,24.7629,43.2532,3.7844,64.5899,8.8033,0.0,1011.3525,90659,6.7069,73
Hyderabad,250,104.6953,174.2618,61.0857,4.8931,19.7982,101.7414,21.9998,48.3235,8.1954,0.0,1009.1024,411213,4.9836,96
Hyderabad,280,113.7304,187.0063,61.0697,4.0726,27.9433,114.0972,26.8163,41.3846,6.9748,0.0,1006.8814,305935,6.5739,98
Kolkata,171,81.3849,150.3734,51.6238,3.5861,19.1973,60.8135,10.4641,47.9693,13.9428,0.0,1013.7308,419313,6.4032,80
Ahmedabad,134,69.9217,113.2582,31.692,1.3737,24.6906,40.1065,14.2839,48.8822,11.8788,0.0,1016.0598,82948,8.1009,62
Patna,99,49.6072,98.0347,26.3375,1.1994,13.5486,56.8734,26.3401,45.6532,10.1856,0.0,1009.7598,62428,4.2171,36
Meerut,73,34.7867,74.2439,19.0855,1.1089,7.0768,35.3896,16.2033,44.5293,11.2653,0.0,1011.2817,92542,2.2158,22
Pune,107,53.1583,107.9404,29.0635,1.2027,21.2168,57.1809,23.2486,45.7186,9.6661,0.0,1010.6856,58662,5.5091,41
Kolkata,308,131.8914,213.5369,71.6616,5.3587,26.1893,116.7763,37.3118,41.5931,8.8104,0.0,1006.8955,484859,6.7132,99
